idMunicipio,nomeMunicipio,estado,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,IDHMEducacao
220585,Madeiro,PI,72.8,81.8,20.0,6.4,6.2,11.3,1.0,0.5,2.6,2.3,19.5,19.3,25.8,3.2,4.0,3.7,31.3,46.8,Muito Baixo
220590,Manoel Emídio,PI,81.0,79.9,13.2,11.9,5.0,5.7,0.8,2.5,6.6,9.6,13.2,13.4,26.0,3.6,4.0,4.4,45.9,57.7,Muito Baixo
220595,Marcolândia,PI,75.5,75.5,17.1,7.8,4.7,16.7,2.7,0.0,4.8,0.3,24.1,26.9,29.3,4.0,4.0,3.6,40.9,62.1,Muito Baixo
220600,Marcos Parente,PI,72.7,69.7,18.0,9.8,6.2,13.6,3.1,6.9,2.8,,23.5,14.8,26.2,4.0,4.2,4.2,45.9,44.3,Muito Baixo
220605,Massapê do Piauí,PI,67.2,78.2,24.8,9.6,6.5,11.3,1.5,0.9,1.8,1.4,11.6,20.5,26.4,4.0,3.9,3.7,47.7,66.0,Muito Baixo
220610,Matias Olímpio,PI,70.0,58.7,21.5,23.5,7.9,17.5,0.6,0.3,5.0,5.3,17.0,16.9,36.0,3.8,3.8,4.3,45.0,53.5,Muito Baixo
220620,Miguel Alves,PI,68.2,69.9,21.3,12.4,9.2,17.0,1.3,0.7,2.0,6.8,16.9,18.8,38.6,3.8,4.2,3.9,49.7,71.6,Muito Baixo
220630,Miguel Leão,PI,65.3,87.3,29.2,4.8,2.9,7.9,2.6,0.0,3.2,,8.8,13.8,21.0,4.0,4.3,4.0,33.2,44.4,Baixo
220635,Milton Brandão,PI,70.4,76.2,19.0,8.3,9.4,15.2,1.2,0.3,2.0,,19.2,20.9,43.0,4.0,4.0,4.0,58.6,64.8,Muito Baixo
220640,Monsenhor Gil,PI,77.9,72.3,15.7,13.6,4.4,14.1,2.0,0.0,2.7,2.1,19.6,20.2,24.0,4.2,4.3,4.3,35.9,59.4,Baixo
220650,Monsenhor Hipólito,PI,71.7,79.3,20.0,6.6,2.9,12.8,5.4,1.3,1.6,3.0,27.9,19.2,35.1,3.8,4.0,4.0,48.5,60.6,Muito Baixo
220660,Monte Alegre do Piauí,PI,69.8,65.6,18.2,20.5,9.2,12.5,2.8,1.4,2.5,1.5,13.5,12.0,24.3,3.7,4.0,3.5,44.7,62.5,Muito Baixo
220665,Morro Cabeça no Tempo,PI,73.2,85.0,15.5,5.0,9.1,10.0,2.2,0.0,6.1,6.2,13.9,15.9,24.6,5.7,3.9,4.4,42.5,55.1,Muito Baixo
220667,Morro do Chapéu do Piauí,PI,78.6,56.2,16.3,16.2,3.2,27.3,1.9,0.3,2.5,3.6,20.7,18.4,36.8,3.7,4.0,4.2,41.2,70.4,Muito Baixo
220669,Murici dos Portelas,PI,70.0,80.6,18.7,9.3,5.0,8.5,6.3,1.6,2.2,,15.2,17.2,27.4,3.7,4.2,4.4,44.8,51.0,Muito Baixo
220670,Nazaré do Piauí,PI,86.9,81.6,8.7,5.7,3.5,10.4,0.9,2.3,4.6,9.4,14.9,16.1,32.3,4.0,4.1,4.2,31.9,50.9,Baixo
220672,Nazária,PI,90.2,58.7,6.4,18.5,2.8,22.5,0.6,0.3,3.7,0.3,18.0,20.2,47.1,3.9,4.0,3.7,21.5,58.6,Baixo
220675,Nossa Senhora de Nazaré,PI,82.8,79.2,11.7,3.8,3.7,16.4,1.8,0.6,4.1,1.7,14.3,18.1,30.3,3.5,4.1,3.9,42.9,57.1,Muito Baixo
220680,Nossa Senhora dos Remédios,PI,67.6,72.4,21.4,6.7,7.3,20.4,3.7,0.5,3.9,2.5,18.7,13.3,31.5,4.0,4.0,3.8,42.6,73.1,Muito Baixo
220690,Novo Oriente do Piauí,PI,65.2,60.4,23.7,18.8,6.3,17.6,4.8,3.2,4.6,5.1,13.7,13.0,35.3,4.0,4.1,4.5,41.2,60.3,Muito Baixo
220695,Novo Santo Antônio,PI,68.4,80.2,26.2,8.1,4.6,11.7,0.8,0.0,3.6,0.8,9.3,13.6,21.5,4.0,4.4,4.0,49.3,62.8,Muito Baixo
220700,Oeiras,PI,80.5,78.2,14.8,7.0,2.9,12.6,1.8,2.2,3.8,9.4,16.1,18.2,23.9,3.9,4.6,5.3,31.9,55.2,Baixo
220720,Padre Marcos,PI,77.3,83.8,16.5,2.2,5.5,14.0,0.7,0.0,1.9,0.4,13.8,18.9,27.0,3.6,3.9,3.7,36.8,45.2,Muito Baixo
220730,Paes Landim,PI,69.5,65.7,21.7,12.8,4.6,17.4,4.2,4.1,4.0,7.5,12.8,16.5,25.1,4.0,4.0,4.0,47.7,61.4,Muito Baixo
220735,Pajeú do Piauí,PI,90.5,72.2,5.0,8.9,2.8,18.9,1.7,0.0,3.0,5.5,15.8,18.2,29.5,4.0,4.1,4.2,23.9,60.5,Muito Baixo
220740,Palmeira do Piauí,PI,78.0,71.7,15.1,14.2,4.5,10.6,2.4,3.5,2.8,,13.0,11.0,21.6,3.7,4.0,4.3,42.0,41.7,Muito Baixo
220750,Palmeirais,PI,70.9,63.0,21.9,11.3,5.9,23.5,1.3,2.2,3.5,1.4,15.8,19.1,28.9,3.8,4.2,4.3,41.7,67.6,Muito Baixo
220755,Paquetá,PI,58.7,72.6,32.4,5.5,5.7,16.4,3.2,5.5,0.8,3.9,12.0,12.9,26.0,4.0,3.9,3.5,60.6,60.3,Muito Baixo
220760,Parnaguá,PI,82.6,70.4,10.9,6.6,5.9,21.7,0.6,1.3,4.4,2.3,16.0,16.8,30.8,3.7,3.9,4.2,48.0,74.0,Muito Baixo
220770,Parnaíba,PI,77.9,66.1,15.3,16.6,3.5,15.6,3.3,1.7,6.4,5.8,16.6,23.9,34.4,3.9,4.3,4.7,29.3,54.3,Médio
220775,Passagem Franca do Piauí,PI,73.4,77.5,21.4,7.8,2.3,13.2,2.9,1.5,3.3,3.9,21.7,24.0,28.0,3.9,4.3,4.6,49.4,41.4,Muito Baixo
220777,Patos do Piauí,PI,81.5,77.8,13.6,4.3,3.9,17.4,1.0,0.5,1.3,4.4,27.2,16.3,33.5,4.0,4.2,4.3,26.6,46.3,Muito Baixo
220780,Paulistana,PI,71.6,70.4,20.5,12.3,6.0,14.0,1.9,3.3,1.8,7.1,20.1,22.7,27.2,3.9,3.9,3.8,39.6,65.7,Muito Baixo
220785,Pavussu,PI,77.9,77.9,13.1,4.0,7.4,16.8,1.6,1.3,4.2,3.2,17.0,15.8,24.7,4.0,3.9,3.9,52.4,68.9,Muito Baixo
220793,Pedro Laurentino,PI,81.5,65.0,11.9,8.3,5.2,25.8,1.4,0.9,2.2,2.2,15.0,16.0,31.0,3.5,3.9,3.5,30.7,74.2,Muito Baixo
220795,Nova Santa Rita,PI,76.9,76.4,15.8,9.6,2.7,14.0,4.6,0.0,1.7,2.4,13.7,20.5,31.0,3.9,4.2,3.6,39.8,78.2,Muito Baixo
220800,Picos,PI,79.1,72.1,14.9,13.8,3.9,13.1,2.1,1.0,3.4,5.3,19.4,18.6,31.2,4.0,4.2,4.2,31.5,51.0,Médio
220810,Pimenteiras,PI,74.7,76.6,16.4,5.7,6.7,14.7,2.2,3.0,4.7,3.6,16.4,17.6,22.0,4.0,4.1,4.2,45.2,53.2,Muito Baixo
220830,Piracuruca,PI,85.3,75.2,8.5,8.1,3.2,15.2,3.0,1.5,2.7,2.2,16.8,21.2,27.5,4.1,4.2,4.7,32.9,66.1,Muito Baixo
220840,Piripiri,PI,84.3,78.8,11.7,6.8,2.4,13.2,1.6,1.2,2.7,2.9,19.3,23.6,32.7,4.1,4.4,4.7,23.9,46.9,Baixo
220850,Porto,PI,64.2,58.1,28.2,19.4,5.3,21.1,2.3,1.4,4.8,8.9,19.9,25.2,29.8,4.0,4.0,4.3,55.2,73.4,Muito Baixo
220855,Porto Alegre do Piauí,PI,80.8,55.6,12.1,9.5,1.9,34.9,5.2,0.0,4.7,3.3,15.4,18.4,25.0,4.1,4.0,4.2,41.0,70.4,Muito Baixo
220860,Prata do Piauí,PI,71.1,67.4,18.7,14.6,3.5,15.7,6.7,2.3,0.7,2.5,19.6,21.7,44.5,4.2,4.0,4.0,36.6,64.6,Muito Baixo
220865,Queimada Nova,PI,79.6,76.5,13.2,6.8,6.9,16.3,0.3,0.4,0.7,2.1,12.5,17.6,49.1,4.0,4.0,3.5,52.9,62.2,Muito Baixo
220870,Redenção do Gurguéia,PI,74.8,59.9,18.1,19.5,4.9,14.2,2.2,6.4,5.3,2.7,23.8,18.2,34.7,4.2,4.1,4.7,43.6,67.3,Muito Baixo
220880,Regeneração,PI,75.5,69.5,17.5,13.2,4.6,16.3,2.4,1.0,5.5,0.9,16.1,17.0,32.4,4.4,4.2,5.5,35.8,57.4,Muito Baixo
220885,Riacho Frio,PI,62.6,50.6,26.3,20.6,8.9,27.9,2.2,0.9,4.3,2.5,10.7,17.0,38.0,4.0,4.0,4.0,46.3,64.9,Muito Baixo
220887,Ribeira do Piauí,PI,73.0,74.0,17.9,21.6,7.5,4.0,1.6,0.4,2.8,3.2,14.9,17.9,27.9,4.0,4.0,3.5,47.0,77.6,Muito Baixo
220890,Ribeiro Gonçalves,PI,79.2,66.3,14.3,15.2,4.3,13.1,2.2,5.4,1.5,2.0,17.9,16.3,33.1,4.0,4.3,4.4,37.6,66.8,Muito Baixo
220900,Rio Grande do Piauí,PI,76.9,65.5,16.3,10.3,4.2,19.7,2.6,4.5,5.0,3.5,28.1,19.2,28.6,4.5,4.0,4.2,48.3,63.0,Muito Baixo
220910,Santa Cruz do Piauí,PI,85.1,71.9,9.8,14.6,2.7,10.8,2.4,2.7,2.9,3.6,18.9,15.0,28.4,3.0,4.0,3.9,33.0,48.0,Baixo
220915,Santa Cruz dos Milagres,PI,78.1,66.0,18.2,9.1,2.4,23.9,1.3,1.0,1.3,0.6,22.4,15.5,33.0,4.0,4.4,4.3,31.2,63.1,Baixo
220920,Santa Filomena,PI,70.8,75.3,18.9,7.0,7.3,13.9,3.0,3.8,4.5,7.5,21.6,19.1,25.5,4.0,4.1,3.8,52.5,68.0,Muito Baixo
220930,Santa Luz,PI,70.6,78.6,22.2,6.0,3.8,8.4,3.4,7.0,2.6,1.7,24.3,16.7,32.0,3.0,4.0,4.3,37.1,45.6,Muito Baixo
220935,Santana do Piauí,PI,85.8,70.8,11.2,13.8,2.4,15.4,0.6,0.0,1.1,4.3,15.0,17.1,21.7,4.2,4.3,4.2,28.3,41.5,Muito Baixo
220937,Santa Rosa do Piauí,PI,84.1,75.3,11.9,7.8,2.7,16.4,1.3,0.5,2.3,6.4,16.0,20.4,31.6,3.7,4.3,4.0,22.1,56.6,Muito Baixo
220940,Santo Antônio de Lisboa,PI,75.2,63.8,17.7,9.8,5.4,23.3,1.7,3.1,2.2,1.0,15.9,15.5,31.8,3.6,3.9,4.2,41.0,63.3,Muito Baixo
220945,Santo Antônio dos Milagres,PI,82.4,66.3,11.9,10.9,2.1,21.7,3.6,1.1,2.6,,14.7,17.1,16.5,3.8,4.3,4.0,28.1,75.6,Baixo
220950,Santo Inácio do Piauí,PI,74.7,52.6,16.4,15.0,5.2,20.8,3.7,11.6,4.0,6.3,12.0,15.0,28.0,4.0,4.7,4.0,30.8,59.5,Baixo
220955,São Braz do Piauí,PI,70.4,71.4,22.4,9.8,5.6,18.8,1.6,0.0,1.9,2.8,13.8,17.4,29.8,3.5,4.0,4.1,38.4,49.2,Baixo
220960,São Félix do Piauí,PI,87.7,77.2,7.7,4.4,1.2,10.5,3.4,7.9,4.4,4.5,15.3,12.2,18.8,3.8,4.3,5.0,36.6,52.2,Baixo
220965,São Francisco de Assis do Piauí,PI,72.0,80.6,20.4,5.6,6.4,12.2,1.2,1.6,1.9,0.8,24.9,17.7,64.0,3.4,3.9,3.5,51.2,59.4,Muito Baixo
220970,São Francisco do Piauí,PI,76.4,74.8,19.1,6.0,2.5,17.0,2.0,2.2,2.5,1.4,9.1,14.7,27.5,4.0,4.2,4.3,33.1,60.0,Muito Baixo
220975,São Gonçalo do Gurguéia,PI,77.0,74.8,13.2,6.5,5.1,16.5,4.7,2.2,2.2,10.7,22.3,15.0,25.8,3.9,4.0,4.0,48.8,70.5,Muito Baixo
220980,São Gonçalo do Piauí,PI,87.1,80.1,10.4,9.5,1.6,9.1,0.9,1.3,4.4,1.1,18.3,15.6,29.8,3.6,4.3,4.6,23.7,44.5,Baixo
220985,São João da Canabrava,PI,79.3,73.3,14.5,9.3,2.3,16.6,3.9,0.8,2.3,2.5,19.7,19.3,27.3,3.0,4.2,3.9,48.3,56.9,Muito Baixo
220987,São João da Fronteira,PI,78.9,80.5,15.6,4.0,4.3,12.8,1.2,2.7,1.9,6.0,16.9,18.7,37.3,4.0,4.2,4.2,46.8,61.2,Muito Baixo
220990,São João da Serra,PI,72.9,74.6,18.8,7.4,5.6,17.4,2.7,0.6,4.7,5.4,11.7,14.0,31.3,4.0,4.2,4.5,34.1,56.2,Muito Baixo
220995,São João da Varjota,PI,79.2,80.4,14.9,5.3,4.2,14.0,1.7,0.3,3.4,2.4,7.3,12.0,24.1,4.0,4.9,4.8,37.4,56.6,Muito Baixo
220997,São João do Arraial,PI,75.7,52.9,18.5,23.4,4.1,23.6,1.7,0.1,2.6,1.4,13.9,19.8,35.2,4.3,4.3,4.0,34.2,58.2,Muito Baixo
221000,São João do Piauí,PI,80.7,69.9,14.0,9.5,3.4,17.0,1.9,3.6,2.9,1.7,19.6,20.7,27.2,4.0,4.4,4.0,29.5,60.8,Baixo
221005,São José do Divino,PI,89.9,60.8,3.8,12.7,3.3,20.4,3.0,6.1,2.3,1.1,14.8,16.1,37.6,3.5,4.1,4.3,42.3,69.8,Muito Baixo
221010,São José do Peixe,PI,87.3,58.3,7.7,16.7,3.2,23.8,1.8,1.2,3.5,5.0,18.3,17.6,42.0,4.0,4.2,3.9,33.1,72.6,Muito Baixo
221020,São José do Piauí,PI,78.8,83.1,14.8,6.2,4.8,10.1,1.6,0.6,2.9,2.2,22.0,18.4,38.0,4.4,4.2,4.5,35.9,45.1,Muito Baixo
221030,São Julião,PI,79.5,81.2,14.3,3.4,3.7,11.6,2.5,3.8,3.3,1.8,18.0,17.4,22.8,3.7,4.1,4.3,42.0,49.8,Muito Baixo
221035,São Lourenço do Piauí,PI,63.5,76.7,29.9,10.7,6.0,12.6,0.6,0.0,0.7,2.9,10.5,15.5,30.0,3.4,4.0,3.6,44.5,44.7,Muito Baixo
221037,São Luis do Piauí,PI,74.6,85.5,19.2,0.9,4.9,13.6,1.3,0.0,1.1,2.9,13.5,17.0,29.3,3.7,4.2,3.5,37.9,54.7,Muito Baixo
221038,São Miguel da Baixa Grande,PI,71.4,69.0,16.5,5.6,7.1,22.5,5.0,2.9,1.9,3.5,17.8,14.1,23.3,4.0,4.0,3.9,54.6,60.0,Muito Baixo
221039,São Miguel do Fidalgo,PI,58.2,47.0,31.9,26.0,8.9,17.0,1.0,10.0,7.2,2.5,14.9,15.2,20.2,4.0,4.0,4.2,40.1,69.3,Muito Baixo
221040,São Miguel do Tapuio,PI,74.0,67.1,17.2,13.0,4.0,18.2,4.8,1.7,3.9,3.8,17.4,17.5,28.8,4.0,4.0,5.0,34.6,58.7,Muito Baixo
221050,São Pedro do Piauí,PI,72.9,70.1,20.3,13.1,5.6,14.2,1.2,2.6,4.1,6.2,19.4,22.5,28.9,3.9,4.2,4.8,35.7,51.6,Muito Baixo
221060,São Raimundo Nonato,PI,78.9,68.5,15.5,13.0,4.3,16.5,1.3,2.0,3.4,7.3,20.8,21.7,30.9,3.9,4.1,4.9,29.0,44.0,Baixo
221062,Sebastião Barros,PI,69.5,84.9,19.8,4.1,8.9,9.6,1.8,1.4,14.0,1.9,4.8,8.1,37.3,4.0,4.1,4.0,59.6,67.1,Muito Baixo
221063,Sebastião Leal,PI,80.1,84.2,12.4,2.0,6.5,9.9,1.0,3.9,4.5,2.3,12.3,12.4,20.4,3.4,4.1,4.2,27.3,39.2,Muito Baixo
221065,Sigefredo Pacheco,PI,72.4,74.9,19.2,8.9,6.4,15.0,2.0,1.2,3.1,4.1,12.8,17.4,33.4,4.0,4.0,3.8,43.2,53.2,Muito Baixo
221070,Simões,PI,79.1,74.4,12.0,5.9,6.6,18.0,2.3,1.7,1.8,1.8,22.6,22.2,21.8,3.6,3.7,4.1,51.1,56.4,Muito Baixo
221080,Simplício Mendes,PI,82.0,74.9,11.3,7.9,3.9,9.2,2.8,8.0,4.5,1.3,14.4,18.6,25.5,3.9,4.1,5.0,38.0,60.8,Baixo
221090,Socorro do Piauí,PI,79.9,71.8,12.2,5.6,4.8,18.1,3.1,4.5,4.2,2.8,16.9,14.8,26.5,3.4,4.0,4.1,44.0,53.8,Muito Baixo
221093,Sussuapara,PI,82.0,81.2,11.4,7.0,3.9,11.4,2.7,0.4,1.8,1.4,22.5,20.2,37.4,3.8,4.2,4.0,38.9,56.1,Muito Baixo
221095,Tamboril do Piauí,PI,66.8,65.3,26.7,4.1,2.0,29.6,4.5,1.0,4.1,2.4,9.3,19.8,23.8,3.3,4.0,4.1,57.6,63.2,Muito Baixo
221097,Tanque do Piauí,PI,62.2,46.4,24.8,23.2,2.9,24.8,10.1,5.6,1.2,3.0,14.3,13.5,30.8,3.2,4.4,4.1,45.7,66.7,Muito Baixo
221100,Teresina,PI,86.2,67.5,9.5,15.4,2.5,15.2,1.8,1.9,3.7,5.1,20.4,25.8,34.7,4.2,4.5,4.7,19.5,53.7,Alto
221110,União,PI,81.3,75.2,13.3,10.9,3.3,11.5,2.1,2.4,2.6,3.0,7.7,11.5,32.9,4.1,4.4,4.5,37.6,62.0,Muito Baixo
221120,Uruçuí,PI,71.6,77.3,20.7,6.1,5.2,14.1,2.5,2.5,4.8,4.6,22.8,19.1,27.6,4.0,4.2,5.1,42.9,61.8,Baixo
221130,Valença do Piauí,PI,76.5,67.0,16.7,13.7,3.5,14.7,3.3,4.6,4.9,3.6,21.1,17.1,29.6,3.5,4.0,4.4,35.3,60.3,Baixo
221135,Várzea Branca,PI,71.5,55.3,20.9,20.0,7.6,24.1,0.0,0.6,2.9,1.9,21.6,16.1,27.5,4.0,4.0,4.5,44.0,46.1,Muito Baixo
221140,Várzea Grande,PI,84.4,69.9,8.6,11.9,1.3,10.8,5.7,7.4,2.4,3.2,18.9,17.0,26.1,4.0,4.5,4.4,31.8,52.5,Muito Baixo
221150,Vera Mendes,PI,66.4,74.8,20.6,10.1,11.9,15.1,1.1,0.0,1.6,3.6,5.2,9.2,47.7,4.0,3.8,3.6,47.9,42.0,Muito Baixo
221160,Vila Nova do Piauí,PI,79.8,75.0,13.7,14.8,3.4,7.8,3.1,2.4,4.1,6.3,20.3,21.7,18.6,4.1,4.0,4.0,56.3,68.5,Muito Baixo
221170,Wall Ferraz,PI,81.5,80.2,13.7,9.5,2.4,8.0,2.4,2.3,1.3,3.7,19.2,20.0,23.1,3.4,4.0,4.1,33.9,58.7,Muito Baixo
230010,Abaiara,CE,92.2,84.9,3.7,1.6,3.2,8.0,0.9,5.5,2.3,4.0,14.3,18.4,40.4,4.0,4.4,4.4,13.6,13.7,Médio
230015,Acarape,CE,82.4,73.5,11.6,4.1,5.2,21.8,0.8,0.6,1.6,,14.2,21.0,38.1,4.0,4.0,4.4,30.8,43.7,Baixo
230020,Acaraú,CE,83.9,84.6,11.5,5.2,3.6,9.2,1.0,1.0,1.7,0.8,16.6,22.6,40.8,3.9,4.0,4.8,24.5,29.5,Baixo
230030,Acopiara,CE,89.1,78.7,6.2,7.0,4.0,13.3,0.7,1.0,1.3,0.9,22.4,22.2,35.0,3.9,4.0,4.9,22.8,36.7,Baixo
230040,Aiuaba,CE,77.5,80.5,8.6,3.6,13.7,15.5,0.2,0.4,3.1,1.9,13.4,15.0,36.7,4.0,4.0,4.0,35.3,36.4,Muito Baixo
230050,Alcântaras,CE,84.9,79.1,11.1,9.2,3.7,10.6,0.3,1.1,1.2,,15.1,20.7,35.5,4.0,4.2,4.3,36.3,35.8,Baixo
230060,Altaneira,CE,87.7,78.2,6.8,4.1,2.5,16.0,3.0,1.7,1.3,1.6,19.4,28.9,43.0,4.0,4.0,4.0,14.3,39.8,Baixo
230070,Alto Santo,CE,83.2,71.8,10.1,14.0,3.7,13.6,3.0,0.6,2.0,2.6,15.4,16.8,33.4,4.0,4.0,4.1,28.2,47.9,Muito Baixo
230075,Amontada,CE,90.2,81.3,5.3,7.1,3.6,11.0,0.9,0.6,0.9,0.4,18.0,19.2,36.3,3.9,4.0,3.9,23.3,35.6,Baixo
230080,Antonina do Norte,CE,76.9,77.9,14.2,8.2,7.8,13.2,1.1,0.7,2.2,2.3,21.9,23.6,34.7,4.0,4.0,4.2,28.6,32.7,Baixo
230090,Apuiarés,CE,88.4,86.3,8.6,3.5,2.0,8.5,1.0,1.7,0.8,0.7,13.9,18.2,38.0,4.1,4.0,4.1,21.0,20.2,Baixo
230100,Aquiraz,CE,82.8,74.8,11.6,10.2,2.9,14.4,2.7,0.6,2.0,2.3,18.9,23.5,35.7,4.0,4.0,3.9,37.6,47.5,Baixo
230110,Aracati,CE,87.3,79.3,8.7,11.0,2.9,9.4,1.1,0.3,0.7,1.4,20.5,26.0,40.1,3.9,4.1,4.8,21.0,27.7,Médio
230120,Aracoiaba,CE,86.3,84.2,8.6,5.3,4.5,9.7,0.6,0.8,1.5,1.4,18.1,18.3,33.0,4.0,4.0,4.2,25.1,29.0,Baixo
230125,Ararendá,CE,84.0,79.7,9.5,6.9,5.4,13.4,1.1,0.0,1.9,0.2,18.0,21.3,33.5,4.0,4.0,4.0,25.6,30.1,Baixo
230130,Araripe,CE,79.7,85.3,13.1,4.5,5.5,9.8,1.7,0.4,2.8,2.2,22.7,23.0,42.9,4.0,4.0,4.0,38.7,41.5,Muito Baixo
230140,Aratuba,CE,87.2,84.9,8.6,5.0,3.9,9.9,0.3,0.2,2.2,1.0,19.1,22.5,27.0,4.0,4.0,3.9,19.2,27.7,Baixo
230150,Arneiroz,CE,80.0,83.8,13.9,8.0,4.6,8.2,1.5,0.0,6.9,3.0,18.9,15.9,31.6,3.5,4.0,4.4,29.9,23.1,Baixo
230160,Assaré,CE,86.8,82.9,7.4,4.3,4.9,12.6,0.9,0.2,1.7,1.5,23.3,24.0,30.9,4.1,4.2,4.2,26.8,36.2,Muito Baixo
230170,Aurora,CE,78.2,79.2,16.4,6.0,4.5,14.0,0.9,0.8,1.9,2.6,20.6,24.2,34.4,4.0,4.1,4.3,36.0,35.3,Baixo
230180,Baixio,CE,82.4,81.3,10.9,5.2,4.7,9.9,2.0,3.6,2.0,1.6,22.3,18.2,29.1,4.0,3.9,4.0,34.6,43.1,Baixo
230185,Banabuiú,CE,79.5,76.8,14.1,9.0,4.7,13.4,1.7,0.8,1.7,1.5,14.7,22.4,36.5,3.9,3.9,3.8,25.3,36.6,Baixo
230190,Barbalha,CE,86.1,86.5,9.4,2.6,2.9,9.0,1.6,1.9,2.8,1.7,18.2,22.5,37.7,4.4,4.2,5.3,24.0,27.3,Médio
230195,Barreira,CE,84.6,80.5,9.9,7.3,4.6,10.8,0.9,1.4,0.8,0.7,20.2,21.1,38.8,4.1,4.1,4.3,29.5,27.4,Baixo
230200,Barro,CE,74.5,63.7,15.6,8.3,8.5,25.6,1.4,2.4,3.1,1.3,18.5,20.1,34.8,4.0,4.1,4.2,28.8,45.5,Baixo
230205,Barroquinha,CE,87.3,82.1,6.9,7.8,3.8,9.9,2.0,0.2,0.3,0.7,19.1,23.1,38.3,3.9,3.9,4.0,23.6,32.1,Baixo
230210,Baturité,CE,82.1,84.7,12.1,7.0,3.5,7.0,2.3,1.3,1.5,1.1,18.0,22.4,42.9,4.0,4.1,4.2,30.0,29.4,Baixo
230220,Beberibe,CE,85.8,84.8,9.9,3.8,3.2,10.4,1.1,1.0,1.4,0.9,16.8,23.7,35.8,4.0,4.0,3.8,28.3,36.0,Baixo
230230,Bela Cruz,CE,91.8,85.9,4.6,4.9,3.5,8.8,0.1,0.4,1.4,1.8,17.4,21.1,32.7,4.8,4.0,4.9,14.5,21.8,Baixo
230240,Boa Viagem,CE,84.4,74.2,10.6,8.3,4.5,17.2,0.5,0.3,1.9,1.4,19.2,20.0,33.5,4.0,4.0,4.5,31.0,33.2,Baixo
230250,Brejo Santo,CE,86.5,82.9,8.2,5.4,4.1,8.8,1.2,2.9,3.1,3.2,15.5,20.2,34.4,4.0,4.1,5.2,29.6,29.8,Baixo
230260,Camocim,CE,90.6,77.3,5.6,8.3,2.0,13.0,1.8,1.4,0.4,0.4,19.3,24.9,38.0,4.1,4.0,4.7,18.0,29.2,Baixo
230270,Campos Sales,CE,87.1,74.7,8.0,4.6,4.4,19.7,0.5,1.0,2.1,3.1,17.3,20.2,34.7,4.1,4.0,4.7,20.4,40.0,Baixo
230280,Canindé,CE,84.5,88.3,11.0,2.9,3.2,7.9,1.3,0.9,1.4,1.2,17.6,22.6,33.7,4.0,4.0,4.2,30.6,30.7,Baixo
230290,Capistrano,CE,86.6,84.1,8.7,3.2,3.4,12.2,1.3,0.5,1.5,1.1,18.2,19.6,32.8,4.0,4.0,4.4,22.1,22.6,Baixo
230300,Caridade,CE,85.1,83.2,8.4,3.0,3.9,13.1,2.6,0.7,1.8,0.4,21.3,20.7,33.1,4.0,4.0,4.0,39.3,44.1,Baixo
230310,Cariré,CE,86.1,82.4,6.7,4.7,3.4,10.5,3.8,2.4,1.6,1.1,16.2,19.6,36.7,4.0,4.0,4.0,24.9,34.8,Baixo
230320,Caririaçu,CE,80.9,78.3,11.8,4.7,6.0,16.0,1.3,1.0,2.8,1.5,11.6,18.5,35.6,4.1,4.0,4.0,31.2,43.1,Muito Baixo
230330,Cariús,CE,85.7,84.5,10.0,3.6,3.5,10.9,0.8,1.0,2.8,2.0,12.9,18.3,37.3,4.0,4.0,4.4,22.6,24.3,Baixo
230340,Carnaubal,CE,88.1,80.1,7.5,4.6,3.5,14.2,0.9,1.1,1.4,3.3,19.4,21.6,36.9,4.0,4.0,4.1,20.0,28.1,Baixo
230350,Cascavel,CE,80.4,83.2,13.8,5.0,3.6,10.8,2.2,1.0,1.3,0.9,17.8,24.3,40.3,3.9,4.0,4.5,27.8,34.7,Baixo
230360,Catarina,CE,90.8,75.7,4.9,6.6,3.7,17.4,0.6,0.3,1.8,2.1,18.5,19.9,34.6,4.0,4.0,4.1,19.7,36.7,Baixo
230365,Catunda,CE,91.2,72.4,4.2,10.1,2.7,17.2,1.9,0.3,1.7,2.9,14.7,18.4,30.1,4.0,4.0,3.9,15.5,28.9,Baixo
230370,Caucaia,CE,84.6,73.7,10.3,9.9,3.6,15.6,1.5,0.8,1.7,2.7,18.8,24.9,39.3,4.5,4.0,4.2,24.4,42.6,Médio
230380,Cedro,CE,86.1,80.0,9.5,9.7,4.2,10.0,0.2,0.3,2.2,2.6,16.0,17.2,30.2,3.8,4.0,5.3,32.5,27.5,Baixo
230390,Chaval,CE,84.1,77.7,11.0,10.2,2.8,11.8,2.1,0.3,0.2,0.8,20.8,21.6,39.9,4.9,4.1,4.2,25.4,38.6,Baixo
230393,Choró,CE,91.1,88.5,3.9,2.1,4.1,9.4,0.9,0.0,2.4,2.0,19.9,19.7,32.7,4.0,4.0,4.5,24.6,28.1,Baixo
230395,Chorozinho,CE,77.2,81.0,16.5,7.4,4.7,11.1,1.6,0.5,1.7,2.0,18.9,21.7,51.1,3.6,4.0,4.1,31.4,39.9,Baixo
230400,Coreaú,CE,88.3,86.9,7.3,3.4,3.7,9.4,0.7,0.3,1.0,0.7,18.4,21.9,29.8,4.0,4.0,4.3,19.8,29.5,Baixo
230410,Crateús,CE,78.3,78.1,15.3,8.3,4.7,11.5,1.7,2.1,2.8,1.9,16.9,22.6,30.2,4.0,4.2,4.8,31.6,31.8,Baixo
